review_id,document,topic
1105,"kathryn, the woman that you are",8
1106,pinanood ko lang to dahil papanoorin namin yun hello love again medyo ako si ethan sa past relationship ko pero sana di na ganon katanga soon,0
1108,this film is a corny and cheesy filipino rom com but doesnt change the fact that i enjoyed myself it does challenge the main characters to value prioritize themselves i do wish they offered more serious moments to really delve into who they are and show that deeper connection the moments that kind of hit me were the moments where the mom leaves the dad and hurts because theres so much pain and history there in the end kathryn bernardo is gorgeous and carries this film,2
1109,"two movies, one more compelling than the other, trying to look for a smooth merging point but to no avail",1
1110,"facepalms here and there, but some scenes were just too good, it made me tear up a little bit another ofw movie that really opened my eyes to their situation juggling multiple jobs while hiding from the authorities is definitely not for the weak so, biggest salutes to joy and to all ofw's experiencing the pain and exhaust from all of the jobs you work on when i watched this when i was a bit younger, i really looked up to ethan for trying his best for joy, but now it just came off as him trying to maneuver joy right into his plans but anyhow, it was nice to see that joy really stood firm on her decision, and ethan setting 'more' goals for himself and family",-1
1111,kathryn carried all the way,12
1113,cleansing my palate,0
1114,red flag ka talaga ethan pero so proud of joy for being firm and pursuing her dreams isa kang role model para sa amin na eldest daughter in an asian household,-1
1115,"ready na for hello, love, again",4
1116,galing umacting ni kath tas si alden wala k lng,0
1117,i say as if i don't have tickets for tomorrow's screening,1
1118,pregaming the sequel to remind myself how we should have left it here,1
1119,"ang solid ng kwento mula umpisa hanggang dulo ang galing galing ni kath, lalo na sa bus scene nung nakita niya yung ex niya my fave scene ang perfect lang nung mata mata acting at background scoring chef's kiss ang galing din ng ibang casts lalo na sina joross at kakai galing ng comedic timing nila best part ko yung kwento ni joy pinakita nila kung gaano kahirap magtrabaho ang isang ofw sa ibang bansa ang galing ng storytelling at cinematography may pagka wong kar wai para ka talagang nasa hong kong so far, ito na pinaka fave kong movie ni kath",0
1120,rewatched for sequel anw dreams,1
1121,si edward ay may middle child syndrome,5
1124,napaiyak niya ko eh hahaha,0
1125,pero medyo ngumawa ako kasi miss ko na'y mahal ko,0
1127,"idk man the male lead kinda ticked me off, hopefully hes a better guy in the 2nd film coping anyways loved kathrines bernardos character all the way, like... you go girl",3
1129,"cute, excited for the sequel",1
1130,idgaf may sentimental value sakin tong movie na to,0
1131,"what do you get when you mix love, uncompromisable responsibilities, and uncontrollable circumstances this movie the title sums it up really well it presented a realistic view on how love can move mountains, but not one's dreams and aspirations although many romantic films opt to go for happy endings, i'm glad this one didn't ethan and joy's motivations were so grounded and solid that it would be disloyal to their characters if they went another way i like how the film also subverts classic romantic movie tropes by beginning with the first kiss and uttering the i don't love you s it all made sense in the end and it felt earned let's see what the sequel has in store",14
1133,"really makes you open your eyes about the hardships that ofw have to endure, and the ending was really bittersweet, looking forward to watching the sequel",1
1134,told my mom id go watch the sequel in theaters nearby since shes considering driving 3 hours to go see it in theaters im invested now,1
1135,"hello, love, goodbye pulls us into the bustling streets of hong kong, where we follow joy, an ofw working as a domestic helper through her story, the film powerfully captures the resilience, sacrifice, and quiet heartbreak of filipinos abroad kathryn bernardos performance is raw and compelling, embodying joys exhaustion, determination, and longing she dreams of migrating to canada to create a better life alden richards brings surprising depth as ethan, joys love interest his characters introspective warmth and grounded approach complement bernardos emotional intensity, offering moments of hope and connection amidst the harsh reality they face while ethans backstory couldve been explored more, richards growth as an actor shines, lending a layered dynamic to their relationship the supporting cast enriches the films emotional impact, with maymay entrata, kakai bautista, joross gamboa, jeffrey tan, and lovely abella adding warmth, humor, and camaraderie cathy garcia molina delivers her best work yet, handling complex themes with sensitivity rewatching it, the films painful message resonates even more love alone, often, cannot make us whole this is a moving, memorable story of love and sacrifice",7
1136,"kathryn saved the whole film for me tbh the way he keeps on calling joy during her work hours annoyed me so much kung mahal mo ako bakit hindi ako ang piliin mo, joy its so crazy how ethan already has this whole life planned for them but he never even once stopped to ask her what she wants or needs im just so glad that joy was very firm with her decision to leave tho we love a woman who knows what she wants and lets no one hinder her from getting it 3 i truly wish they dont end up together on the sequel pleaseeeee",15
1137,rewatching this kasi libre ni tita buong fam later to watch part 2,0
1139,breath of fresh air for modern filipino romantic films atleast for me,2
1141,i'm afraid this is better than the sequelif i don't change my mind later,-1
1142,"hello, love, i miss you",4
1144,"yep, i appreciated the character dev't for both i didn't appreciate 'yong workplace weirdness can't seem to click sa utak ko na papayag si joy na nilalandi siya habang nagwwork na para bang ginagawa nanamang submissive ang siya but at the same time independent but anw, almost everything else clicked except for that metacommentary towards the movie itself it really does not need that",-1
1145,can't you love me enough damnnn its rlly 'if u love me u would let me go' vs 'if u love me u would stay'its good joy is prioritizing her dreams than pursuing love yes prioritize ur self worth girly jsjajaja gagong fuckboy si ethan mas cute kathden irl than this bad storyline hhhhnakakainis kasi may potential talaga yung plot kaso the writing sucks ass plzzzz at least bittersweet and good terms,-1
1149,"at first, i wasnt sure if kathryn and alden would have good chemistry together, but i was wrong its a typical filipino romantic comedy drama film, with a great cast and some cheesy but unforgettable lines they look really good together, even better than kathryn's last on screen partner the story is pretty much relatable, especially if youre an ofw, because cathy wrote it really well she really pushed kathryn and alden into a whole new level, too the only part that didnt feel right to me was aldens character, ethan it seemed strange and creepythat joy would let ethan stalk her around in the beginning of the film, and he does seem a bit creepy at first i dont think id react like joy did but, overall, its an entertaining movie to watch i enjoyed it and cant wait to see the sequel this weekend",3
1150,"penge tissue plz ang realstic ng portrayal of struggle ng ofw plus the realistic character growth that both of them have to go through was portrayed well huhu your honor, kelngan bumawe yung next movie sa happy feels utang na loob",0
1153,dahil sequel szn ngayon i'll give this a solid 3 hahahahahahaha,-1
1154,"just cant get over how wonderful the sequel is, so i needed a reminder of joy and ethans journey great first film brilliant storytelling and the acting was superb yes i cried as much as i did the first time seeing this",1
1156,alden when i catch you when i catch you,0
1160,cried like me and my bf are also ofws,6
1163,"buhat na buhat ni kath si alden dito for sure, pati na rin sa sequel",0
1164,"i just watched this to prepare for seeing the sequel with my cousin and i was not expecting much when i started it but already from the beginning, it sets up the story beautifully it captures life accurately as an ofw with kathryns character joy balancing the hustle and struggle of living there when she meets ethan, its charming but not overbearing the build up of their relationship was so natural i love the scene choices that were made for the montage type of scenes then when they do finally get together it feels like a big sigh of relief even when it comes to the time that joy chooses to take the chance to move in vancouver, their conversation was honest no unnecessary yelling involved then coming to the conclusion of letting her go for her dreams while still loving each other its a beautiful message to end on i also loved all the supporting characters they had a reason and backstory as to what their motives are the cinematography and story pacing was so good too excited to see the sequel tomorrow",9
1165,hes watching her butcher this song on stage and his friends are making fun of her but hes just like if you love me why are you making me choose if you love me why arent you choosing me ugh i will work hard to deserve to be in your future i understand them both,-1
1166,warm up lng para sa hello love again,4
1169,says a lot but doesn't show oa humor cinematography is kinda doodoo corny dialogue that seems to be pulled from pinterest poetry and fake deep facebook quotes a lot of why the fuck would she do that moments my favorite scene was joy and her mom talking in the hospital imo had the potential to be better than what it is...,13
1173,ready na ako for hla,0
1174,ready for hla,0
1176,december avenue's opm hit,0
1178,she's really good and her chemistry with alden was really wasted with his character's whack motivations i'm glad joy chose to be selfish and that she didn't throw her dreams away i'm really happy ethan had a change of...,9
1179,buti break na ang kathniel eme,0
1180,this is the only filipino movie that i rewatch yearly,2
1182,"waiting for hello, love, again d",4
1183,expanding my horizons,0
1185,but what about what i want,4
1186,watched this so i can watch the sequel with my mom surprisingly good,1
1187,sana maging kayo nalang kasi,0
1188,ok nakarewatch na and ready for the midnight screening yawsss,1
1189,watched this before our midnight screening of the sequel,1
1190,"gave this movie a rewatch before its upcoming sequel hello, love, again 2024 ni kathryn which is nangyayari talaga, kadalasan sa mga breadwinner ng pamilya imagine, putting your family as your top priority is a must na kung saan choosing yourself feels like illegal, ang hirap, na kahit sa love ni restrict ni joy yung sarili niya, not until she met someone na tinulungan siyang buhatin lahat ethan made the things lighter for joy and he taught her na wag pigilan yung puso niya na magmahal kahit sa sandaling panahon lang at dahil do'n, naranasan ni joy na piliin ang kung ano'ng gusto ng puso niya ethan this lines reflects the fear of ethan na baka maulit lang yung nakaraan niya and yung suportang kailangan naman ni joy from her love ones, to take the different path she want, that leads to her dream kaya tama lang ang naging desisyon ni joy oo mahal kita, pero mas mahal ko ang sarili ko ngayon joy can't wait to see what will happen to them in hello, love, again 2024",0
1191,i am honestly very excited for the sequel so i had to rewatch,1
1192,"rewatching this to get the hello, love, again full experience",1
1193,joy stand up,11
1195,"i really love this movie the first and second scene made me realize a lot of things, lalong lalo na yung hirap ng pagiging ofw and mawalay ka sa pamilya mo at yung tipong ginagawa mo naman lahat pero hindi mo alam kung bakit hindi ka parin maka alis alis sa sitwasyon mo na yon",0
1198,arrrrggghhhh aaugghrrrrr araaagghghrrrrgaaaghrrrghhhha aaaarrrghh,0
1199,tita cathy you genius,10
1201,"edward ethan ethan, lahat ng pagmamahal",5
1202,hello love again better not disappoint istg,4
1203,december avenue jumpscare,0
1204,hello love goodbye talaga mamshie,4
1205,"joy fabregas, patron saint ng mga independent breadwinner eldest daughters in an asian household, pls pray for us",0
1206,"saw this play on tv, so mom and i decided to watch the premise and the storytelling is good its only now i realised that kathryn bernardo is actually a good actress probably her breakout role and what makes her a more serious actress also, had i not known that there will be a sequel, i liked that they made it open ended that its not your typical pinoy happy ending it makes it more raw and close to reality lets make that happen",13
1207,tanga tanya naman hahahahahha gago,0
1208,tara na sa nov 13,0
1209,and when how did ethan suddenly decide he wants joy long term seriously the 2 fatphobic jokes joross please it was 2019 theres no excuse for that anydon't make decisions based on someone you haven't married yet don't make decisions on behalf on someone you haven't married yet,5
1211,5 mejo naumay ako sa mukha ni alden,0
1214,rewatched this so i can recall what happened for the sequel premiering in cinemas next week i think this was generally okay... hindi lang talaga ako siguro fan ni alden ahahaha,-1
1215,"mahal kita, pero sa ngayon mas mahal ko sarili ko somewhat a hard pill to swallow but true we often want to give the best in the people we love, to the point na sometimes we may be a hindrance to their dreams and the things na they want to do i've realized this as someone who's currently in a long distance relationship you can't stop someone from doing the things na they want to pursue, so let them be let them do the things na they want to do let them be their own selves you can still love them while supporting them in every step of the way",4
1216,"dang, i really adore joys character here",-1
1217,"with the upcoming release of its sequel, hello, love, again 2024 , i figured id go ahead and give this film a rewatch in preparation for the new one i remember not really expecting much from this film, and i was honestly quite surprised by it it is a fairly solid film thats well directed by cathy garcia sampana it feels a lot more mature than some romance drama filipino films, especially in how it tackles some of its themes its also carried by its two main leads, kathryn bernardo and alden richards, who have great chemistry with one another that said, the story is rather formulaic, and the characters are a little generic but as a whole, this film right here was still a pretty decent watch",1
1218,"i usually prefer watching western movies rather than filipino movies because i sometimes think that the plot of filipino movies, specifically the latest ones, are too cliche but this film definitely made me change my mind its a great film kathryn is an amazing actress and alden wasnt so bad as well this film really depicts the sad reality that several filipinos must go through due to financial instability the director of this film did an amazing job capturing the real life struggles of our ofws aside from that, kathryns character joy definitely breaks the typical female protagonist stereotypes in romance films where the girl gives up everything just to be with the love of her life in this film, joy taught us that sometimes its okay to be selfish for once especially when youve been nothing but selfless all your life in life, we have to make decisions no matter how painful it gets some decisions are necessary in order for us to have a brighter future to look forward to i admire her character because it shows how much of a strong willed person she is despite ethans attempt to make joy stay, she knew that this wasnt the life that she wanted and that she could do so much more leaving wasnt easy for her but she knew that she had to in order to achieve her dreams overall, this film is so worth watching you know the film is good when kathryn bernardo is starring in it p",2
1219,"same, joy gusto ko ring mag migrate",0
1220,still aged so fine in every rewatch can't wait for the sequel,1
1221,ready for the second movie,1
1222,"repeated friend requests on facebook, using her kamag anak to get her number so he could pester her daily, using the fucking radio to broadcast weird shit between her and him napaka predictable pa ng karakter nya takot magmahal kaya naging playboy na love at first sight sa isang babae, pinurse, na challenge kaya kinulit nang kinulit and she should be",0
1223,"erm, ung character ni ethan",5
1225,ang corny ni alden sa totoo lang,0
1226,"i mean, at least this guy learned before things fell apart",-1
1227,fave movie swiftie na midnight rain enjoyer,-1
1228,pero kathryn carried,12
1229,seated po for hello love again,4
1230,para aq lang bumanat si ethan,0
1231,"girlmath is subtracting the hugot concept from this masterpiece because, don't get me wrong, the romance really hit it off with the kilig factor but for a film to have uniquely crafted characters ones we don't usually see in mainstream media anymore , it would've been wayyyy better if the film focused on being realistic about their individual growth, and kept the romance as undertones of the story but idk am just a girl",-1
1232,"joy's love story is never as compelling as her day to day life which, i guess, is the point",-1
1233,my mom and bf cried watching this,-1
1234,never fails to make me cry,6
1235,"syempre i'll choose myself, selfish na kung selfish",0
1237,anne kathryn hard carry mas pogi pa mga kapatid at tatay ni alden kaysa sa kanya pero atleast di si padillahans joy is here kathryn b carried alden's 1 range of emotion ahh so hard holy shit,0
1238,parang tanga rin tong lalaking to alam niyang kaya nagpapakapagod si joy para makapunta ng canada tas papapiliin niya e noh,0
1239,"my brother my god, the slop that you watch",0
1240,lowkey tho alden richards was serving tom hansen,0
1241,love their acting sm,-1
1242,nth time rewatching this and i still want to be more,1
1243,pambansang pelikula ng 4 month situationships,0
1244,love this so much nabighani ako kay alden now i get the hype and whyket may kulto members yan si madam,0
1246,theres chungking express in our home,0
1248,thank god for that ending,-1
1249,"without a doubt, the film beautifully captures the realities of ofws, and bernardo's performance doubles it i won't question how they weaved her character i love how joy chooses her own joy at the end of the movie it was something that was empowering for me just wish they had a different narrative for richard's character than the typical archetype of a guy who got traumatized by his past relationship, resulting into his playboy maneuvers in lifeonly to be changed by the female lead they could have stopped there instead of injecting the part where richard tried to stop bernardo from pursuing canada it could have been a love story that is self sufficient yet consistently supportive but oh well what do you expect overall, i still like the film the cinematography and the acting were superb he could have been that linear supportive and wise love interest",13
1250,loved it but why did he get so manipulative at the end,-1
1251,"i love love love everything abt this film so many kilig, funny, and sad momentsall of which made this movie a perfect balance of emotions also their acting were phenomenal so good medjo nakulangan ako sa development ng relationship nila, pero i think i will never be satisfied cos i will just want more of them i imagine myself rewatching this even tho i never ever rewatch moviescry count 41 when ethans dad said smth abt him being bottomlessnothing sad abt this idk why i cried2 when ethan shared his lore, how he feels like a disappointment as the panganay3 when ethans family reunited4 joy and ethans farewell",15
1252,"maine baby uuwi na ako sa pinas alden hmp baby, pano pag namatay ako",0
1253,"especially the way the bgm fades in and out at random parts of the songs the way it washes over the dialogue pero i loveee kathryn bernardo i love the kilig scenes idgaf about aldens morals i have excused far worse for my rom coms i love the ofw rep i love kathryn bernardo and if theres one thing cathy garcia molina can do, its make an entertaining movie i hope the sequel is better i doubt it pero at least i know ill have fun",15
1254,rewatched at mas maganda kung wala si alden wahahaha emzzz,0
1255,ahahahha it feels soooo oddly different watching it today,1
1256,bangernuanced af,0
1257,"watched with mommy but she fell asleep this is a painful yet hopeful take on the fact that people are experiences not possesions there is love and there are dreams i get joy for choosing the latter, she has been selfless all her life, not that love is demanding, but it is a decision and responsibility in a good way i admireee how they chose to chase their dreams and come back when the time is right, when theyre both deserving of each others better or best versions",-1
1258,magdadabog ako pag di to magkatuluyan,0
1259,didn't realize na ang red flag pala ng character ni ethan when i first watched this a few years ago lol,0
1260,"4 for kathryn bernardo and her acting, wc really resonated w me as someone na anak ng ofw and would probs be one in the future kinda looking 4ward to the second part which is why i rewatched lol",3
1261,this would have been a great love letter to the eldest siblings if ethan wasn't such a red flag,5
1262,i've been watching this for a month alr 10 mins per week,1
1263,ganda pa rin nya,0
1265,may na miss ako bigla ah,0
1266,rewatching it for the sequel,1
1267,"mas ramdam ko ngayon yung emosyon niya sa first half lalo na alam ko at ng pamilya ko ang pakiramdam maging ofw sobrang realistic ng portrayal of love, selfishness and sacrifice sana ma leak agad yung 2nd movie hahaha 'di ko na kaya umuwi sa pilipinas para lang mapanood yung hello love again",0
1268,love women who choose career over love,4
1269,i prefer them doing drama roles rather than pakilig2,-1
1270,george in alternative universe pinili ang sarili,-1
1271,a really good film that portrays the struggles of dh and other working class wherein there is an illusion of choice that love can be so simple under so many layers of complexity that is all rooted in the fear of poverty,-1
1272,la la land is that youis that you la la land,-1
1273,joy takot na kong magmahal tapos maiwan ulit fawk et,0
1274,fuckboy tlg to si ethan bye kung ako nasa situation ni joy baka nag suislide n lng aq joke kulit ni ethan oh ay si ethan tanga tanga talaga go pinahirapan pa si joy mag decide sinabing aalis na in a few months tanya k tlg the ost and some of the scenes ay relatable ay,0
1276,had to rewatch because new movie coming out in november,1
1277,ang ganda talaga ni kathryn shet tapos si alden ang corny hahahahahaha,0
1279,very filipinistic emeeee,-1
1280,this movie was so good that i'm scared the sequel might disappoint me but kathryn and alden who would've thought that they could work,3
1281,mejo dsurv nya naman pagiging highest grossing film,2
1282,"watched for women in film class, definitely will have a lot to talk about",-1
1283,to finalize,0
1284,teh grabe talaga yung kathden sparks i get it now,0
1285,"ready na ako for hello, love, again",4
1287,watching this when i was 14 and now that im in college was a v diff experience like get awpppp,1
1288,"it's a very mature conversation about love i understand joy's frustrations and rage, it's saddening how the world is too cruel for some, that they simply have no time or resources for love their confrontation about her leaving was also very accurate, that there will always be parts of ourselves that even romantic love cannot fulfill and we shouldn't fault anyone to have the desire and accountability to confront and fill that void, on their own overall, such a realistic and entertaining movie",14
1290,i love you,4
1291,"kathryn bernardo is such a good actor frl i think this is one of my favorite movies of hers, and alden richards is also a really good actor i like how the movie is about a filipino dh because it makes everything so much more real and its so sad because its real life ts is also sad asf and i cant wait for hello love again",-1
1292,cant wait for the sequel,1
1293,wala talgang talent si dj pota kathryn carried forever n ever,-1
1297,"the chemistry, hello",-1
1299,ganda tlg,0
1300,"i cried over this one again while prepping for the sequel, and the emotions got to me again its one of the realistic filipino films im proud to say i enjoy",2
1301,i need a dog lover too where can i find one,-1
1302,"i think this movie wanted to be a lot of things it wanted to be an ofw story, a love story, and a filipino story the ending was a story trying to find a grip most of the time ofw stories have the same formula, one person jaded by reality, and another who yearns for something more it works wonders if done well, and the authenticity of this one really makes for an engaging world i left the movie knowing that i understood the filipino subculture that occurs overseas compared to movies like milan and barcelona i would love to see a version of this movie where joy doesn't have to leave because she's grown attached to the child and the grandmother and working hard for them is making up for the love she missed out on but it is an ofw story, and the family she serves will have to have some hostile moment to make us feel sympathetic to her cause will give it props that it didn't take the safe ending where ethan and joy meet somewhere and they'll both have it all their decisions have consequences, and i like that they accepted it in the end",2
1303,"hello, love, again prep",4
1304,i get it now tita hahahahaha kaya pala,0
1305,a quintessential movie about a breadwinner's struggle on her quest to achieve her dreams while providing for her family back home the contrast of joy's mom's story to hers shows that she dares to be different and wouldn't want to suffer the same fate having hong kong as the setting of the story enhances the experience this is also a good starter for people who wants to try filipino movies,2
1306,"si ate sa umpisa na niloloko ng asawa sa pinas, yung tatay ni joy na kinontrol ang nanay ni joy boom walang communication na maayos, si ethan na praning na baka may makilalang iba si joy sa canada",0
1308,kathryn bernardo ang galing mo,-1
1309,it's okay but kind of confusing at the same time,-1
1310,"my mom says we've seen this film before but i genuinely don't remember so naturally i watched this on my flight out of the philippines kathryn bernardo is such a wonderful actress, that woman can do anything just about any role and be successful in it she's so good in this that you can't help but feel for her character and the things she has to go through alden is also very charming and the little actions he does like how he moves closer to kathryn during the kitchen scene after he spent a night with his ex and she won't talk to him because she's jealous pero, and not to use therapy speak , ethan needs to go to therapy or do some self reflection before getting into another relationship as he clearly has attachment issues he was very clingy and tried to do everything he could to provide for her and, in turn, convince her to stay in hong kong to be with him despite her saying the entire time they were together that she wanted to go to canada and make use of her degree and do something with her life other than be a domestic helper there was even that moment when everything was falling apart for joy with her finding out that her mother doesn't intend on leaving her husband and her father not wanting to go to canada and ethan's response was essentially, maybe this is the universe telling you that you don't have to leave hong kong and you can just stay here with me like with that being said, though, the way ethan loves that's all",-1
1311,ang sarap ni ethan 100 10,0
1312,hayop ka alden richards,0
1313,a filipino movie that i can actually put some people on lol,2
1314,incredibly good lovebombing representation i started missing him at the end,-1
1315,"hello, love, goodbye notes hirap naman may constant text message before the alarm, na pa pavlov si ate joy mo mas una pa hinahanap text ni ethan sa umaga so nice to see ethan adjusting his pace sa pagkain para masabayan si joy hahah 1 hour in nung naging friends na sila, sinabi ni joy hindi pa naman huli ang lahat, you can be more anddd oh boy eto naaaa need na mag buckle up kasi i think this sets up the conflict joy sees the potential in ethan, but enough ba yung drive, dedication, and will ni ethan to materialize this potential lets seeeehahahhahahah very familiar dialogue 55 22 remaining timestampj so, kailan ulit kita makikitae nami miss mo na kagad ako nooooo, gusto ni ethan mag open ng bar para maipakita kay joy na di na niya kailangan umalis papunta canada always do it for yourself, not for anyone else bandang huli, magkakasumbatan pa niyan tamo pakyu sa tatay ni joy ang galing galing mo magsabi na sabihin ng nanay mo sa mukha ko na di na niya ako mahal to kung ayaw ng nanay mo, wala na tayo magagawa after the truth came out wow naman the audacity insert parkour meme from the office tanga ethan, dont make it about you please tang inaaaaaaaaaaa mas selfish ka omayghad ayoko na tapusin kasi medyo parallel to what happened to me i was right sumbatan galore sa dulo ethan, ang tawag sayo ay insecure buti nagising sa katotohanan good save, ganda ending in conclusion i fear tragic romance will consume me more than my slow burn romance fascination",0
1316,literally lived up to its name,6
1317,"hong kong as the setting meant something for me this month, reminded me of wkw too,, anw ganon talaga e, pangarap muna",-1
1319,justice for joy's mom,4
1320,sorry i dont love you eh,4
1322,something about this movie just gives me so much comfort the ofw oldest daughter and son trauma whirlwind hits just right,1
1324,ending was a good choice,-1
1325,"montages of ethan and joys last two days in hong kong made me think about my own experience w letting go of someone i didnt wanna let go the thought of things being the last of it holding their hand, kissing their cheek, smelling their hair, and hearing them laugh just like in movies, people have their own memories played in montage at the very tragic end of a relationship, making people leave claw marks while letting go",-1
1327,my gf made me watch thisalden richards is daniel padilla on steroids,3
1328,ethan gaslight gatekeepjoy girlboss,5
1329,this is ofw la la land with alden richards being the radiohead song and kathryn bernardo casually having a 2018 lebron james performance,8
1330,oh kathryn you always so good and ang payat pa ni anthony dito,-1
1331,"get it kween safe skies po, nurse joy 33",11
1334,rating 8,-1
1336,"star cinema cathy garcia molina is always a good watch you can always expext a well produced, well written film that will captivate you from the start up to the end one of the things i appreciate the most in this movie is how the supporting characters, specifically their friend groups, brought life and entertainment to the movie while watching, i can't help but think how challenging to produce a filipino movie abroad i always notice the crowd looking or recoginizing the actors in the background it also ironic how a film shot abroad will make you feel that it is really a small world after all, the characters are always on the same places, casually bumping into each other too much while budget costraints are completely understandable, there is definitely a room for improvement overall, this movie did not fall short on giving you a classic romantic filipino movie experience, giving you the right amount of kilig while also touching into social and family issues",-1
1337,abah abah abah heheh my type talaga,0
1338,hahahahs joy kung ako yan sasamahan kita kahit sa sala ka lang pumunta,0
1339,haha pogi ni alden,0
1340,respect to mga filipino graduates ofws kathryn is carrying this movie on her back,12
1341,salamat ate joy the only tagalog i know,0
1342,the soundtrack hit so hard,-1
1343,luh nakakaloka naman si ethan kung anu ano pinaggagagawang plano sa imaginary future life nila ni joy kasi may trust issues siya at gusto lang niyang within reach si joy like hello ano ba yannnn akala ko ba 1 month pa lang kayo pucha porket hinalikan ka sa kalye in love ka na tanga talaga to,0
1344,"i believe this was interesting enough as a movie about a struggling young filipina in a foreign country kathryn can really sell the idea that this is an end all be all situation for her that she is serious and wants more in life, the average ofw experience and that she convinced me that she is her character here she has versatility as an actress and i was delighted everytime i got to see more of her acting chops however i do find myself audibly groaning whenever alden was on screen and it makes this movie a chore to get through",13
1345,i think joy would've still thrived without his help he just messed her life up more by making her decide to stay in hong kong with him or follow her own dreams,4
1346,5 stars sana kung nagshave lang ng balbas si alden,0
1347,ugh i have watched this film before and this rating is a reflection of grown up me being able to finally form an elaborate opinion men ain't shit!! this was granted during the first viewing but it just hits diff now that i'm a bit older anw just rewatched bc the new one is coming out soon and i cannot wait to see the development of the main characters even though i know it's a filipino romcom recipe to always ends everything on a good note kathryn is so fucking mother!! i luv u queen mwah more projects to come pref w nadine lustre plsplsplspspl mabuhay ang mga ofw!! the sacrifices they make are often unseen by relatives back home and i forgot how accurate this movie tells us the story of an ofw who makes ends meet for her family while struggling to make her own dreams come true,-1
1348,"kathryn bernardo, the woman that you are",8
1349,"wow ethan's character was really annoying but the performances were too good despite all the flaws, this deserves to be branded as a classic imo",9
1350,"i liked how realistic the movie was in depicting the life of filipino dhs in hk and obviously kathryn was amazing, carried the whole movie if were being honest",-1
1352,not the ending you would love to see but lovely storytelling the duo was new to the eye,-1
1353,ethan i just saw your girl at seafood city,-1
1354,"joy saying at ikaw yon ethan, salamat",-1
1355,i love you kathryn our queen,8
1357,mas maganda ending nito kaysa sa thou,-1
1358,it's like la la land and before sunrise combined just with that typical sappy filipino drama flair,-1
1359,career o love in foreign country part 1,2
1360,"not a fan of the babalik ang future self kineme trope whatever its called im too lazy to expand this in letterboxdbut besides that, pretty good film me thinks",0
1361,loved their dynamic but it does nawt need a sequel imo,1
1362,"nasa test paper to kaya pinanood ko pag uwi galing school, and i remember my philo teacher, she like this so much",0
1363,nandito na ko feature film btw,0
1365,"bet ko mga character nila rito, rinig ko may part 2 raw hehhehe waiting",0
1366,"kathryn bernardo, the woman that you are",8
1368,kathden supremacy i mean they just complement each other well in this movie hoping that the sequel is equally as good or better,3
1369,mga lalake talaga,0
1370,right person wrong time cant wait for the sequel,1
1372,luha ni kathryn dimples ni aldentagabuhat ng ekonomiya ng pilipinas,0
1373,"if joross gamboa has a million fans, i'm one of them 3",0
1374,a pleasant visit of hong kong,-1
1375,i watched for kathryn but ended up loving the chemistry between the two i need what they have,3
1376,alden was able to keep up with kathryn here kala q eme emeng acting lang bibigay niya pero he served what he can edi pwede na sana good yung next bc this story is nice as a sucker for shit like this,0
1378,"4 stars because they should've made it about joy, her struggles, and her dreams alone no offense ethan alden",9
1380,pinakita ang tattoo tanga,0
1384,ang ganda ganiyan dapat,0
1385,forgot to log and remembered just now but it was better than i expected kathryn shines even without daniel,3
1386,"made me see a different love in a painful, forgiving, and fulfilling life felt a bit fast paced, with some parts feeling too out too forced in the storyline",14
1388,just readying myself for hello love again,4
1389,pwede naman magvidjakol online,0
1391,almost 1 year na tong continue watching sa netflix ko,0
1392,loved their chemistry and the unique plot no i didnt cry youre crying,3
1394,kathryn bernardo carried,12
1395,ganda plah,0
1397,wat about aldub,0
1398,"truly what stood out the most in this film is the harsh unforgiving realities of being an ofw, seeking higher pays abroad to financially support their families back home who mostly come in as domestic workers and even try to juggle various sidelines to make ends meet i really loved kath here what an amazing performance",-1
1400,kathden kathniel,0
1402,"one of the best filipino films of all time as an ofw, i can relate to joys struggle in life and the curse of being a breadwinner excited for the next movie",2
1403,"i came here to see what the pairing would look like for 2 people who are involved in very strong love teams but i didnt expect get so slapped by the harsh realities of ofw loved seeing the pageants because it reminds me of sunday beauty queen overall, i think i would understand why people like this but idk its not for me theyre also just mostly bonded by trauma so, it would be interesting to see in the next movie if they can bond outside of it in terms of the main theme about love being present, i think theyre actually onto something and most of the time we put a lot of pressure in relationships by thinking about lasting forever and the future it is important but like in the movie, loving someone for the time given is still very valid and worth the shot",-1
1405,ahhh ethan and joy can't wait for the sequel,1
1406,just getting ready for the sequel i just hope the second movie doesnt break me as much as this one did they had enough suffering in this one,1
